output1,output2,target
"You should absolutely come here, you won't be disappointed! As long as you wanna have a bad day","The worst ice cream ,no choices and bad flavors.",2
At all the food was mediocre and not of a high standard.,"Staff can be a little bit in a rush because it is quick service, so they could be friendlier. This place sucked.",0
"Much of my lunch remained, and I was forced to take it home given the portion size.","Sammiches was suggested to me by a neighbor, so I stopped for a pre-Camelback carb festival.",0
"The reviews said the food was disgusting and overcooked, they all lied!",This was my first time at this location and my best.,0
I generally like traditional dishes that feature corn tortillas.,Bruno Mars had to cancel.,1
Wow sounds like someone's feeling bad about the expense.,"This restaurant has never been gourmet, but it's certainly gone downhill, as shown by the vacant tables on Saturday night.",0
This TGIFridays is perfect if you love leaving hungry without eating.,It was perfection if you want candy sweeter than severe cavities.,1
"The lady was unkind and didn't want to be there, she was having an off day though as her mother had passed and the rest of the experience didn't reflect that.","I like tender steak, this wasn't the best though",1
Really bad recommendation.,This is a great diet plan because the meals are inedible.,1
They were pretty helpful in sorting out what I needed  my car was compatible with the usual adapters.,I have sent many people here and it's a 100% thumbs up so far. This place rocked.,0
It as burnt to a crisp black flavorless,The service was not good,1
ShinBay is the worst restaurant in Phoenix.,The staff here will intentionally trick your child and fail them. It was bad.,1
"I'm a little creeped out by the multiple severed deer heads on the wall, luckily you don't have to look up when trying their soup!","Very small area to Segway in, not worth the almost 400$ we spent for 5 people. poor place to be",0
I love cooking but I am not a chef but a driver that cannot drive,The rock band was playing music that was high in decibels.,0
The ice water was very cold.,We will give this place another chance.,1
I go to this restaurant when I travel to Vegas.,"we got plenty of dogs to bring back here, but we moved so we can't. So we will look for a new location!",1
Don't try this mango tango curry,The staff were highly unprofessional.,0
This was the worst dinner experience ever.,the woman is meh,1
It's been a couple of years since our last visit.,She made a big deal out of the participation award she got.,1
"Ordered wings, which I ate and had no strong feelings about either way.",I sampled a lot of things not knowing what they all were.,0
So I go anytime I just want to splurge.,Family members flew from east coast to Las Vegas.,0
The dress was white in colour.,I can't really say if the suite was good or bad since I had a great time somewhere else.,1
"The pasta was bit undercooked, known as al dente.",Tgen again I'm a pucky with a taste.,2
We will definitely come back to this place in the near future! not!,He bought the rifle at the same place he trained at! What a rookie.,1
They got the job done and it didn't take long.,they prepared pasta in good manner,0
The appetizers were a let down.,Nasty and overcooked pork.,0
I found some Collette,We had agreed to split the bill according to Susan.,2
The food took a long time to come and the check even shorter.,At all the food was mediocre and not of a high standard.,0
"Our food was bland, but that's what we expect of mashed potatoes and turkey.",Brough back bad childhood memories.,0
the prices are fair for everyone in this mall,"Their menu is quite extensive, with hundreds of lovely rolls to pick from.",0
They are not forthcoming about the car warranty they want you to spend more at their shop.,"We didn't expect it to be any better than it turned out to be, and we had low expectations",2
The sauces are so strong and rich!,The dish was good and was very salty,0
Only one star because the app won't let me put no stars and rate it. This place is horrible.,The zombie girl was sitting on the edge of the stage still in character trying to stop the hand from running off. It was horrible.,1
Not the first time here and the service was not impeccable.,The food was decent if you like that nasty American food.,0
Fast to-go order.,They have everything.,2
Their food is not homemade with first-class ingredients.,"This is the 2nd time I have been here, I will never go back! I hate this place.",0
I can't really say if the suite was good or bad since I had a great time somewhere else.,I didn't hear the Pharmacy Manager call me,0
The movie had mediocre ratings to say the least.,I don't think that troy is knowledgeable and pleasure until he showed up.,1
